
char	x1 y1 x2 y2 x3 y3 x4 y4 x5 y5 x6 y6 x7 y7 x8 y8 x9 y9	
c	0.6328125 0.1953125 0.375 0.234375 0.234375 0.296875 0.109375 0.453125 0 0.7578125 0.1015625 0.984375 0.421875 0.9921875 0.765625 0.953125 0.984375 0.8828125
y	0.0078125 0 0.0703125 0.3203125 0.34375 0.15625 0.359375 0.0703125 0.3125 0.3828125 0.2578125 0.7578125 0.0625 0.9921875 0.0546875 0.6171875 0.21875 0.453125
j	0.2265625 0.3125 0.2578125 0.453125 0.2890625 0.6015625 0.2890625 0.7109375 0.2890625 0.859375 0.2265625 0.9921875 0.109375 0.921875 0.0546875 0.875 0.1796875 0
l	0.0078125 0.921875 0.296875 0.7265625 0.53125 0.4453125 0.7265625 0.1953125 0.71875 0.0234375 0.53125 0.265625 0.4375 0.4765625 0.40625 0.828125 0.625 0.984375
y	0.1640625 0.03125 0.140625 0.328125 0.2734375 0.3515625 0.375 0.09375 0.3828125 0.1484375 0.3828125 0.4140625 0.375 0.7265625 0.2421875 0.953125 0 0.90625
h	0.1953125 0.0703125 0.234375 0.203125 0.1953125 0.4140625 0.078125 0.765625 0.03125 0.90625 0.1328125 0.8125 0.359375 0.7421875 0.4921875 0.8515625 0.3671875 0.9921875
h	0 0.0703125 0.078125 0.171875 0.1171875 0.4140625 0.1484375 0.6875 0.1328125 0.9453125 0.1875 0.71875 0.3671875 0.5390625 0.53125 0.640625 0.53125 0.921875
l	0 0.3828125 0.0859375 0.2578125 0.1328125 0.125 0.140625 0.0859375 0.1171875 0.2578125 0.0859375 0.484375 0.078125 0.6953125 0.078125 0.8359375 0.1015625 0.9921875
a	0.671875 0.078125 0.3046875 0.078125 0.015625 0.390625 0.15625 0.828125 0.6015625 0.7890625 0.7421875 0.4375 0.6953125 0.2734375 0.734375 0.734375 0.84375 0.9140625
h	0.1640625 0.0859375 0.1015625 0.21875 0.0234375 0.453125 0 0.734375 0.171875 0.890625 0.3984375 0.734375 0.4921875 0.71875 0.609375 0.8671875 0.75 0.9765625
a	0.6484375 0.1171875 0.328125 0.078125 0.0546875 0.4765625 0.078125 0.8828125 0.4140625 0.6015625 0.6640625 0.2421875 0.8046875 0.1484375 0.6640625 0.5859375 0.8046875 0.9765625
g	0.3671875 0.1015625 0.125 0.046875 0 0.3046875 0.171875 0.5 0.3828125 0.1953125 0.3828125 0.484375 0.3828125 0.8203125 0.2109375 0.984375 0.1640625 0.8046875
g	0.2734375 0.0234375 0 0.0546875 0.21875 0.1953125 0.3359375 0.078125 0.375 0.5078125 0.4609375 0.78125 0.28125 0.9921875 0.1796875 0.796875 0.3125 0.578125
l	0.0390625 0 0 0.140625 0 0.3125 0.03125 0.453125 0.078125 0.59375 0.1328125 0.7265625 0.203125 0.828125 0.2421875 0.890625 0.328125 0.9921875
m	0 0.2890625 0.0625 0.6875 0.125 0.8671875 0.234375 0.4765625 0.4765625 0.609375 0.5234375 0.859375 0.625 0.53125 0.9609375 0.5859375 0.9765625 0.9453125
i	0.0625 0.3359375 0.078125 0.3359375 0.078125 0.453125 0.0859375 0.546875 0.1015625 0.6875 0.109375 0.75 0.125 0.84375 0.1328125 0.9375 0.0234375 0.0234375
v	0 0.578125 0.1171875 0.2890625 0.234375 0.3984375 0.3359375 0.65625 0.4765625 0.90625 0.640625 0.8828125 0.7265625 0.6328125 0.8828125 0.296875 0.9765625 0.0546875
e	0.0703125 0.2421875 0.265625 0.4296875 0.6015625 0.2578125 0.546875 0 0.1875 0.109375 0.0078125 0.3515625 0.0234375 0.8671875 0.4375 0.9921875 0.7890625 0.828125
j	0.15625 0.28125 0.25 0.1875 0.28125 0.3359375 0.2421875 0.515625 0.1953125 0.71875 0.1875 0.8671875 0.1640625 0.9609375 0.03125 0.8828125 0.2421875 0
m	0 0.5078125 0.0546875 0.8671875 0.1484375 0.7734375 0.265625 0.40625 0.4453125 0.6171875 0.59375 0.7109375 0.8046875 0.4296875 0.9296875 0.6796875 0.984375 0.953125
t	0.3359375 0.25 0.2421875 0.5078125 0.2109375 0.765625 0.359375 0.96875 0.6875 0.9921875 0.90625 0.9765625 0.046875 0.65625 0.34375 0.65625 0.6015625 0.65625
s	0.515625 0 0.3203125 0.0546875 0.1796875 0.171875 0.078125 0.296875 0.171875 0.5390625 0.328125 0.6015625 0.375 0.7890625 0.28125 0.9609375 0.03125 0.9765625
v	0.171875 0.34375 0 0.390625 0.1171875 0.640625 0.2578125 0.8984375 0.3515625 0.9296875 0.453125 0.703125 0.5546875 0.421875 0.6171875 0.2109375 0.6875 0.015625
g	0.375 0.125 0.1640625 0.21875 0.171875 0.5 0.4375 0.4765625 0.390625 0.203125 0.421875 0.5 0.3984375 0.859375 0.1953125 0.9921875 0 0.859375
v	0.0234375 0.046875 0.0234375 0.3046875 0.0078125 0.6328125 0 0.859375 0.1328125 0.9140625 0.2578125 0.7109375 0.3671875 0.5078125 0.4453125 0.296875 0.5546875 0.0234375
b	0 0 0.0390625 0.4609375 0.109375 0.734375 0.359375 0.4921875 0.6328125 0.375 0.828125 0.5 0.765625 0.828125 0.515625 0.9921875 0.3125 0.8203125
z	0.234375 0.2578125 0.5703125 0.1484375 0.9375 0.21875 0.7109375 0.4296875 0.3984375 0.609375 0.078125 0.8359375 0.28125 0.953125 0.6953125 0.9296875 0.984375 0.9921875
z	0.0078125 0.03125 0.3671875 0.0625 0.6953125 0.2265625 0.6640625 0.4140625 0.3984375 0.578125 0.0234375 0.7890625 0.1875 0.9921875 0.5703125 0.9453125 0.8984375 0.9453125
b	0.0859375 0.0234375 0 0.34375 0.015625 0.625 0.0859375 0.7578125 0.3125 0.65625 0.5703125 0.6640625 0.578125 0.921875 0.34375 0.9921875 0.0703125 0.9296875
e	0.1328125 0.3125 0.546875 0.2890625 0.8671875 0.125 0.8203125 0 0.453125 0.109375 0.15625 0.3984375 0 0.796875 0.2734375 0.96875 0.8125 0.9296875
o	0.578125 0.0859375 0.1796875 0.1640625 0.0078125 0.4375 0.1328125 0.796875 0.4609375 0.984375 0.859375 0.890625 0.984375 0.4921875 0.796875 0.203125 0.375 0.0703125
w	0 0.5 0.1640625 0.5859375 0.2578125 0.859375 0.3984375 0.875 0.4765625 0.546875 0.6484375 0.609375 0.734375 0.875 0.8828125 0.765625 0.984375 0.4453125
g	0.1484375 0.109375 0.1953125 0 0 0.2109375 0.2421875 0.0703125 0.2265625 0.3046875 0.2421875 0.7734375 0.078125 0.90625 0.0859375 0.5859375 0.3125 0.46875
k	0.03125 0.0859375 0.03125 0.2578125 0.0078125 0.7109375 0 0.9765625 0.328125 0.1796875 0.125 0.421875 0.21875 0.484375 0.3203125 0.6484375 0.453125 0.8125
c	0.5 0 0.3046875 0.1015625 0.1328125 0.2421875 0 0.484375 0 0.7421875 0.1015625 0.9765625 0.328125 0.9921875 0.6484375 0.9921875 0.8359375 0.9609375
j	0.2109375 0.2890625 0.2421875 0.4375 0.25 0.5546875 0.25 0.71875 0.2421875 0.8828125 0.2109375 0.96875 0.109375 0.9921875 0.0234375 0.9375 0.1328125 0.046875
x	0.671875 0.0078125 0.5390625 0.203125 0.375 0.390625 0.109375 0.6875 0.25 0.1015625 0.328125 0.296875 0.421875 0.5625 0.4921875 0.7734375 0.5546875 0.96875
e	0.2890625 0.21875 0.6015625 0.375 0.953125 0.15625 0.5703125 0.0234375 0.2265625 0.2109375 0.046875 0.40625 0.0859375 0.8125 0.421875 0.9921875 0.78125 0.859375
g	0.390625 0.0859375 0.09375 0.109375 0.046875 0.3828125 0.3515625 0.2421875 0.4375 0.0234375 0.4453125 0.359375 0.515625 0.7265625 0.34375 0.9921875 0.0078125 0.875
j	0.0859375 0.3046875 0.140625 0.421875 0.1953125 0.5078125 0.2578125 0.6015625 0.3515625 0.75 0.3828125 0.859375 0.2890625 0.9609375 0.140625 0.9921875 0 0
f	0.40625 0.15625 0.3125 0 0.1640625 0.109375 0.140625 0.3203125 0.171875 0.5390625 0.2421875 0.75 0.3125 0.953125 0.09375 0.546875 0.296875 0.5078125
z	0.2265625 0.09375 0.46875 0 0.4296875 0.2734375 0.25 0.53125 0.0625 0.78125 0.0546875 0.9765625 0.3671875 0.9921875 0.203125 0.484375 0.5703125 0.484375
u	0 0 0 0.3671875 0.0078125 0.6640625 0.0625 0.9375 0.3828125 0.9140625 0.5859375 0.59375 0.734375 0.265625 0.75 0.515625 0.796875 0.8203125
a	0.4921875 0.1328125 0.734375 0.28125 0.6484375 0.7109375 0.75 0.9921875 0.6875 0.5625 0.4140625 0.515625 0.140625 0.65625 0 0.875 0.375 0.9765625
j	0.171875 0.2890625 0.2109375 0.4453125 0.2421875 0.5546875 0.265625 0.71875 0.2421875 0.9296875 0.171875 0.9921875 0.046875 0.9296875 0.0078125 0.828125 0.0546875 0
d	0.3984375 0.6953125 0.3984375 0.4296875 0.09375 0.5234375 0.0078125 0.9296875 0.2734375 0.7734375 0.359375 0.4140625 0.53125 0.078125 0.484375 0.359375 0.453125 0.8203125
r	0.03125 0 0 0.328125 0.078125 0.7265625 0.1484375 0.9765625 0.203125 0.6875 0.234375 0.3828125 0.328125 0.109375 0.5390625 0 0.8125 0.078125
o	0.2734375 0.1484375 0.0546875 0.296875 0 0.6484375 0.0859375 0.9609375 0.5 0.9609375 0.6953125 0.7421875 0.7109375 0.4140625 0.609375 0.1015625 0.359375 0.0546875
w	0 0.359375 0.0859375 0.734375 0.234375 0.921875 0.4296875 0.6484375 0.515625 0.5078125 0.5703125 0.84375 0.7578125 0.984375 0.90625 0.640625 0.96875 0.359375
b	0.03125 0 0 0.34375 0 0.78125 0.0703125 0.7890625 0.171875 0.4921875 0.515625 0.34375 0.5703125 0.6796875 0.3203125 0.90625 0.046875 0.9921875
w	0.1171875 0.21875 0.0234375 0.6640625 0.0625 0.8828125 0.2265625 0.625 0.4140625 0.40625 0.28125 0.7734375 0.4609375 0.8046875 0.78125 0.4296875 0.96875 0.171875
q	0.375 0.0859375 0.125 0.015625 0 0.3828125 0.1875 0.3203125 0.328125 0.0703125 0.296875 0.390625 0.2734375 0.671875 0.09375 0.6484375 0.4453125 0.65625
d	0.53125 0.2578125 0.578125 0.0625 0.5625 0.4453125 0.578125 0.78125 0.4765625 0.6796875 0.1875 0.5625 0 0.8203125 0.34375 0.96875 0.6328125 0.90625
v	0 0.2265625 0.015625 0.484375 0.078125 0.8203125 0.1953125 0.96875 0.3828125 0.75 0.515625 0.609375 0.640625 0.4375 0.8515625 0.109375 0.953125 0.0546875
j	0.25 0.40625 0.34375 0.5 0.375 0.6015625 0.359375 0.7421875 0.3359375 0.8984375 0.296875 0.9609375 0.1875 0.9921875 0.09375 0.9765625 0.1796875 0
f	0.234375 0.078125 0.46875 0.0625 0.15625 0.078125 0.109375 0.3125 0.109375 0.609375 0.0703125 0.890625 0.140625 0.5 0.09375 0.4765625 0.1875 0.4765625
u	0.328125 0.109375 0.1796875 0.34375 0.046875 0.6171875 0.1484375 0.8515625 0.4609375 0.734375 0.984375 0.1640625 0.796875 0.515625 0.640625 0.8125 0.7890625 0.9765625
i	0.109375 0.4609375 0.0546875 0.40625 0 0.4765625 0 0.578125 0 0.7578125 0 0.859375 0.046875 0.9921875 0.140625 0.0703125 0.078125 0.0234375
m	0.0078125 0.4765625 0.0703125 0.640625 0.1640625 0.8984375 0.2890625 0.8125 0.4140625 0.6484375 0.59375 0.796875 0.7109375 0.8203125 0.8515625 0.6875 0.984375 0.9609375
p	0.3671875 0.1953125 0.328125 0.4921875 0.1328125 0.828125 0.3203125 0.1484375 0.4765625 0 0.765625 0.015625 0.828125 0.3125 0.5390625 0.5078125 0.3203125 0.59375
h	0.0859375 0 0.0546875 0.328125 0.0078125 0.578125 0.0625 0.78125 0.140625 0.609375 0.234375 0.40625 0.3828125 0.421875 0.40625 0.71875 0.40625 0.9609375
b	0.1796875 0.0546875 0.1640625 0.4140625 0.15625 0.8125 0.015625 0.5078125 0.265625 0.359375 0.5703125 0.46875 0.4609375 0.828125 0.2109375 0.9921875 0.0703125 0.7734375
x	0.03125 0.15625 0.2109375 0.421875 0.3515625 0.640625 0.5 0.84375 0.09375 0.8359375 0.2421875 0.640625 0.40625 0.453125 0.546875 0.203125 0.53125 0.046875
b	0.15625 0 0.1484375 0.3359375 0.140625 0.625 0.2421875 0.6796875 0.3515625 0.515625 0.515625 0.6640625 0.5078125 0.9140625 0.2109375 0.9921875 0.0078125 0.9140625
s	0.75 0.15625 0.5078125 0 0.2265625 0.109375 0.15625 0.390625 0.5078125 0.4765625 0.75 0.625 0.7109375 0.953125 0.359375 0.9921875 0.03125 0.8984375
v	0 0.375 0 0.1171875 0.0390625 0.453125 0.1171875 0.7109375 0.3125 0.9765625 0.5234375 0.8671875 0.6796875 0.609375 0.8125 0.2890625 0.8515625 0
l	0.015625 0.578125 0.1953125 0.625 0.546875 0.421875 0.734375 0.1875 0.5 0.0625 0.3125 0.234375 0.1484375 0.5234375 0.109375 0.8515625 0.53125 0.9921875
s	0.34375 0.0546875 0.3359375 0.0703125 0.1796875 0.203125 0.0859375 0.3671875 0.1328125 0.515625 0.3203125 0.5234375 0.3515625 0.7109375 0.140625 0.90625 0 0.9921875
o	0.7890625 0.125 0.484375 0.15625 0.203125 0.34375 0.015625 0.640625 0.1875 0.953125 0.671875 0.828125 0.984375 0.3984375 0.875 0.15625 0.4921875 0.140625
h	0.0625 0 0.03125 0.34375 0.0234375 0.5390625 0 0.7734375 0.1015625 0.8359375 0.3046875 0.5859375 0.5546875 0.4609375 0.640625 0.734375 0.6640625 0.9921875
w	0 0.3671875 0.015625 0.65625 0.0625 0.859375 0.3125 0.796875 0.46875 0.7109375 0.5390625 0.9296875 0.7265625 0.9765625 0.890625 0.828125 0.96875 0.671875
b	0 0 0.0390625 0.203125 0 0.53125 0 0.7578125 0.1484375 0.828125 0.2890625 0.7265625 0.4375 0.7734375 0.2890625 0.90625 0.1328125 0.9921875
y	0.1640625 0 0.265625 0.1640625 0.3359375 0.3125 0.3828125 0.1953125 0.296875 0.375 0.234375 0.484375 0.171875 0.640625 0.09375 0.796875 0.015625 0.953125
n	0.1171875 0.3203125 0.0703125 0.546875 0.0078125 0.859375 0.03125 0.6171875 0.125 0.1796875 0.390625 0 0.6796875 0.2578125 0.796875 0.6328125 0.8046875 0.9921875
x	0 0.8359375 0.2109375 0.65625 0.4296875 0.5234375 0.6328125 0.375 0.8125 0.21875 0.328125 0.203125 0.4296875 0.4453125 0.53125 0.7578125 0.6171875 0.9921875
u	0.1171875 0.0859375 0.0546875 0.4296875 0 0.8671875 0.234375 0.8359375 0.46875 0.46875 0.5546875 0.125 0.515625 0.2578125 0.4765625 0.59375 0.65625 0.7109375
l	0 0 0.015625 0.09375 0.015625 0.1875 0.0078125 0.328125 0.0078125 0.515625 0.0078125 0.671875 0.0078125 0.7734375 0.0078125 0.8828125 0.0234375 0.9765625
t	0.0078125 0.8984375 0.1640625 0.7109375 0.3203125 0.359375 0.375 0.03125 0.34375 0.5078125 0.34375 0.8671875 0.078125 0.265625 0.3828125 0.2421875 0.7109375 0.1875
p	0.015625 0.1328125 0.0546875 0.640625 0.046875 0.90625 0.0234375 0.4375 0.15625 0.0234375 0.5703125 0.078125 0.734375 0.3203125 0.4375 0.5234375 0.078125 0.5390625
i	0.0625 0.4921875 0.046875 0.609375 0.03125 0.65625 0.0234375 0.75 0.015625 0.78125 0 0.84375 0 0.890625 0.015625 0.984375 0.109375 0.03125
v	0.1171875 0.328125 0 0.140625 0.109375 0.3046875 0.2265625 0.5703125 0.3671875 0.8515625 0.515625 0.7578125 0.546875 0.421875 0.6328125 0.2109375 0.7109375 0.0078125
j	0.09375 0.4375 0.2890625 0.453125 0.3359375 0.4609375 0.3203125 0.671875 0.265625 0.8828125 0.1953125 0.984375 0.0625 0.875 0.0078125 0.7734375 0.34375 0.0234375
u	0 0.484375 0.140625 0.2421875 0.296875 0.4921875 0.3359375 0.890625 0.5546875 0.6875 0.7265625 0.34375 0.6484375 0.5703125 0.6640625 0.96875 0.9609375 0.90625
p	0.5703125 0.65625 0.5703125 0.890625 0.078125 0.5 0.34375 0.3671875 0.6484375 0.296875 0.890625 0.3515625 0.875 0.6015625 0.6484375 0.671875 0.390625 0.640625
u	0 0.2578125 0.1328125 0.2734375 0.21875 0.578125 0.3671875 0.8828125 0.5234375 0.9921875 0.828125 0.96875 0.984375 0.8125 0.984375 0.4453125 0.875 0.1953125
u	0.015625 0 0 0.4765625 0.203125 0.8984375 0.578125 0.8046875 0.5703125 0.3203125 0.5390625 0.1640625 0.5859375 0.640625 0.7109375 0.9375 0.8046875 0.6875
l	0.0234375 0 0 0.140625 0 0.234375 0 0.375 0.0078125 0.515625 0.015625 0.609375 0.0234375 0.7578125 0.0234375 0.8515625 0.0234375 0.9921875
d	0.234375 0.5234375 0.0078125 0.671875 0.0546875 0.9609375 0.3359375 0.9140625 0.359375 0.5390625 0.328125 0.234375 0.2890625 0.125 0.359375 0.5390625 0.4453125 0.8515625
m	0.0234375 0.0703125 0.0390625 0.78125 0.1328125 0.4921875 0.296875 0.0234375 0.4765625 0.4453125 0.5 0.6796875 0.703125 0.171875 0.90625 0.484375 0.9765625 0.9375
q	0.1640625 0.1484375 0 0.3125 0.3046875 0.390625 0.4921875 0.2109375 0.296875 0 0.03125 0.0625 0.4453125 0.21875 0.4140625 0.578125 0.3671875 0.953125
u	0.0078125 0.21875 0 0.453125 0.109375 0.7421875 0.3125 0.7890625 0.5 0.6484375 0.59375 0.4140625 0.6015625 0.28125 0.625 0.7109375 0.625 0.9765625
q	0.28125 0.0703125 0.0703125 0.0703125 0 0.2578125 0.09375 0.4453125 0.28125 0.3203125 0.28125 0.109375 0.28125 0.3984375 0.296875 0.703125 0.296875 0.9921875
e	0.171875 0.296875 0.46875 0.3046875 0.6328125 0.0859375 0.296875 0.0234375 0.046875 0.1875 0 0.5 0.0703125 0.828125 0.34375 0.9921875 0.6328125 0.8984375
x	0.671875 0.0078125 0.515625 0.2421875 0.3125 0.5546875 0 0.9375 0.2265625 0.203125 0.4140625 0.484375 0.609375 0.6875 0.8125 0.796875 0.9296875 0.96875
t	0.0859375 0 0.0625 0.1953125 0.0390625 0.3359375 0.0390625 0.53125 0.0234375 0.71875 0.0625 0.90625 0.1796875 0.9765625 0 0.28125 0.1875 0.328125
a	0.390625 0.40625 0.0546875 0.53125 0.015625 0.828125 0.2734375 0.9921875 0.5234375 0.8359375 0.46875 0.5390625 0.4453125 0.4921875 0.65625 0.8046875 0.984375 0.921875
e	0.0546875 0.5390625 0.2109375 0.75 0.65625 0.65625 0.8515625 0.3359375 0.625 0 0.2421875 0.1484375 0.0234375 0.484375 0.1171875 0.9453125 0.65625 0.9921875
l	0 0.5703125 0.1875 0.5625 0.34375 0.40625 0.3984375 0.109375 0.2578125 0.0625 0.2265625 0.375 0.265625 0.7265625 0.3203125 0.9375 0.5703125 0.875
h	0.4140625 0 0.359375 0.2421875 0.21875 0.546875 0.0625 0.875 0.09375 0.84375 0.2578125 0.6484375 0.40625 0.53125 0.4296875 0.84375 0.7109375 0.84375
a	0.765625 0.390625 0.3359375 0.296875 0.09375 0.4609375 0.0234375 0.8046875 0.296875 0.9765625 0.671875 0.8828125 0.7890625 0.484375 0.8359375 0.6484375 0.9609375 0.953125
s	0.734375 0.4375 0.46875 0.28125 0.1484375 0.3203125 0.25 0.546875 0.7265625 0.609375 0.96875 0.734375 0.7421875 0.9296875 0.40625 0.9921875 0.0234375 0.9921875
r	0.2109375 0.1015625 0.140625 0.2421875 0.0703125 0.5859375 0.015625 0.8203125 0.0234375 0.8984375 0.1640625 0.5859375 0.328125 0.234375 0.453125 0.046875 0.6484375 0
m	0 0.359375 0.046875 0.578125 0.0859375 0.7734375 0.1484375 0.4765625 0.3671875 0.4921875 0.4453125 0.78125 0.640625 0.546875 0.90625 0.546875 0.9453125 0.96875
h	0 0.0078125 0.109375 0.390625 0.125 0.71875 0.171875 0.9140625 0.2421875 0.6015625 0.4375 0.4765625 0.7265625 0.3828125 0.8203125 0.6796875 0.9609375 0.953125
q	0.140625 0.078125 0 0.1796875 0.0859375 0.390625 0.1875 0.1796875 0.171875 0.40625 0.171875 0.671875 0.1796875 0.9765625 0.2109375 0.7109375 0.3203125 0.46875
w	0 0.28125 0 0.7578125 0.25 0.8984375 0.3984375 0.6171875 0.5 0.265625 0.4140625 0.7109375 0.5859375 0.9921875 0.859375 0.7421875 0.984375 0.3046875
g	0.4453125 0.0234375 0.140625 0.125 0.234375 0.375 0.4453125 0.15625 0.3125 0.1640625 0.390625 0.5703125 0.5859375 0.7421875 0.3203125 0.96875 0 0.9921875
v	0 0.1171875 0.09375 0.265625 0.1953125 0.5390625 0.28125 0.8046875 0.6796875 0.0546875 0.6171875 0.2421875 0.5234375 0.4921875 0.421875 0.7578125 0.328125 0.9921875
x	0.625 0.234375 0.4296875 0.484375 0.25 0.6953125 0.125 0.8515625 0.0625 0 0.1171875 0.2890625 0.2421875 0.5859375 0.453125 0.8125 0.671875 0.9453125
r	0.1015625 0.1953125 0.2890625 0.4140625 0.3671875 0.8125 0.28125 0.796875 0.1328125 0.5390625 0.0703125 0.3203125 0.3984375 0.234375 0.7109375 0.125 0.984375 0.015625
r	0.0078125 0.203125 0 0.5 0.0078125 0.7578125 0.0234375 0.8671875 0.046875 0.625 0.0078125 0.40625 0.0703125 0.15625 0.1953125 0.046875 0.4296875 0
p	0 0.0234375 0 0.2734375 0 0.5703125 0.015625 0.84375 0.1015625 0.015625 0.359375 0.0390625 0.4140625 0.28125 0.2578125 0.390625 0.015625 0.3984375
z	0.125 0.0078125 0.3203125 0.0703125 0.765625 0.078125 0.7421875 0.2421875 0.421875 0.5390625 0.234375 0.7734375 0.3125 0.9921875 0.65625 0.8671875 0.9375 0.84375
q	0.4375 0.0234375 0.0703125 0.1640625 0.0625 0.46875 0.375 0.4453125 0.4609375 0.1640625 0.421875 0.421875 0.515625 0.7890625 0.328125 0.7578125 0.703125 0.7109375
b	0 0 0.0859375 0.265625 0.1796875 0.515625 0.2890625 0.7421875 0.40625 0.5234375 0.671875 0.578125 0.8046875 0.8359375 0.609375 0.9921875 0.28125 0.96875
a	0.78125 0.4296875 0.5546875 0.1484375 0.125 0.2265625 0.078125 0.5625 0.3828125 0.7265625 0.703125 0.546875 0.53125 0.3125 0.765625 0.734375 0.9609375 0.9921875
y	0.015625 0.171875 0.046875 0.234375 0.1015625 0.3984375 0.2734375 0.453125 0.40625 0.09375 0.3515625 0.3046875 0.3125 0.484375 0.2734375 0.671875 0.2421875 0.9609375
g	0.265625 0.0078125 0.0078125 0.0703125 0.015625 0.2890625 0.25 0.3125 0.3125 0.09375 0.328125 0.34375 0.3359375 0.6328125 0.2578125 0.8828125 0.0390625 0.9921875
x	0.5 0 0.3671875 0.2265625 0.234375 0.46875 0.09375 0.765625 0.0234375 0.90625 0.1015625 0.4140625 0.1953125 0.671875 0.453125 0.9140625 0.6796875 0.8828125
p	0.2578125 0.265625 0.3125 0.5859375 0.3203125 0.9375 0.0703125 0.078125 0.328125 0 0.7109375 0.0078125 0.8203125 0.34375 0.609375 0.453125 0.3203125 0.46875
i	0.0703125 0.4609375 0.0859375 0.5625 0.0859375 0.609375 0.0859375 0.7109375 0.0859375 0.7734375 0.0859375 0.8671875 0.0859375 0.921875 0.015625 0.953125 0 0
o	0.5 0.1640625 0.1953125 0.109375 0 0.5234375 0.09375 0.9609375 0.5546875 0.9921875 0.8515625 0.765625 0.953125 0.3671875 0.8828125 0.0078125 0.5390625 0.0703125
v	0.0546875 0.125 0.171875 0.6953125 0.125 0.5 0.0078125 0.1015625 0.125 0.625 0.25 0.9765625 0.4609375 0.5859375 0.6640625 0.2578125 0.7421875 0.0703125
n	0.0546875 0.0390625 0.0390625 0.46875 0 0.9296875 0.1171875 0.6796875 0.359375 0.2890625 0.6484375 0.0625 0.71875 0.4609375 0.6015625 0.859375 0.6953125 0.796875
f	0.390625 0.2265625 0.3359375 0.0390625 0.140625 0.09375 0.109375 0.25 0.140625 0.546875 0.171875 0.7421875 0.1328125 0.9296875 0.1015625 0.59375 0.2890625 0.5703125
g	0.3125 0.078125 0.09375 0.28125 0.3203125 0.375 0.3515625 0.0859375 0.34375 0.421875 0.2109375 0.7265625 0.078125 0.9765625 0.0625 0.640625 0.234375 0.4765625
x	0.0078125 0.3203125 0.1875 0.5234375 0.3125 0.6328125 0.6640625 0.8515625 0.921875 0.9609375 0.1875 0.765625 0.34375 0.5546875 0.609375 0.2578125 0.828125 0.015625
p	0.296875 0.1328125 0.2109375 0.375 0.1484375 0.578125 0.0546875 0.8125 0.2421875 0.0703125 0.3984375 0 0.5390625 0.1796875 0.4453125 0.40625 0.2421875 0.4296875
q	0.1953125 0.0703125 0.0703125 0.171875 0.1328125 0.4140625 0.34375 0.2734375 0.4921875 0.0234375 0.40625 0.3359375 0.296875 0.7109375 0.1875 0.96875 0.359375 0.6484375
q	0.5234375 0.140625 0.265625 0.015625 0.015625 0.2265625 0.1953125 0.4296875 0.5078125 0.234375 0.5859375 0.3125 0.5859375 0.75 0.2109375 0.5859375 0.625 0.4921875
q	0.4609375 0.078125 0.1796875 0.0390625 0 0.265625 0.2265625 0.4453125 0.4140625 0.34375 0.4296875 0.078125 0.4375 0.359375 0.484375 0.6875 0.515625 0.96875
p	0.03125 0.15625 0.0390625 0.5078125 0.0703125 0.8515625 0 0.8359375 0.015625 0.5 0.140625 0.203125 0.2734375 0.0078125 0.296875 0.28125 0.1328125 0.4375
g	0.3125 0.1640625 0.203125 0.4453125 0.5546875 0.390625 0.5859375 0.09375 0.2734375 0.1015625 0.4375 0.3828125 0.515625 0.7265625 0.3671875 0.953125 0.0390625 0.9765625
m	0 0.9921875 0.078125 0.640625 0.296875 0.53125 0.34375 0.71875 0.484375 0.484375 0.6484375 0.7265625 0.703125 0.6171875 0.90625 0.546875 0.984375 0.8671875
b	0.1484375 0 0.1484375 0.390625 0.1015625 0.640625 0.1171875 0.890625 0.1328125 0.6015625 0.2890625 0.453125 0.3984375 0.65625 0.28125 0.9375 0.0078125 0.96875
q	0.40625 0.046875 0.1640625 0 0 0.2109375 0.234375 0.359375 0.4453125 0.140625 0.3984375 0.2578125 0.34375 0.5859375 0.296875 0.9765625 0.3671875 0.6875
u	0.0703125 0.0625 0 0.453125 0.0703125 0.8203125 0.3515625 0.921875 0.5859375 0.7109375 0.6484375 0.3984375 0.71875 0.0078125 0.5859375 0.609375 0.546875 0.9140625
p	0.0703125 0.0703125 0.046875 0.2890625 0 0.5546875 0 0.7734375 0.0703125 0.9921875 0.1640625 0 0.3671875 0.1171875 0.34375 0.3515625 0.078125 0.3828125
z	0.09375 0.046875 0.3125 0.1328125 0.703125 0.2265625 0.7890625 0.3359375 0.5703125 0.5625 0.3203125 0.7890625 0.09375 0.9921875 0.4453125 0.8828125 0.90625 0.8828125
u	0.015625 0.359375 0.03125 0.765625 0.1796875 0.96875 0.4765625 0.9140625 0.625 0.71875 0.6171875 0.359375 0.5859375 0.546875 0.703125 0.8046875 0.9453125 0.90625
p	0.140625 0.3046875 0.1328125 0.7265625 0.0703125 0.921875 0 0.640625 0.046875 0.25 0.3359375 0 0.5546875 0.1796875 0.5859375 0.4765625 0.359375 0.578125
l	0.1484375 0 0.125 0.1953125 0.109375 0.390625 0.078125 0.5703125 0.0234375 0.7734375 0.0390625 0.9765625 0.2109375 0.9453125 0.375 0.8671875 0.609375 0.75
w	0 0.421875 0.1171875 0.6875 0.1875 0.9375 0.3828125 0.765625 0.4609375 0.578125 0.5859375 0.8203125 0.875 0.9296875 0.9296875 0.671875 0.984375 0.3671875
